pl_name,pl_altname,hd_name,hip_name,tic_id,gaia_id,image,caption,sy_constellation,sy_planet_count,sy_snum,sy_mnum,cb_flag,st_name,st_epoch,st_right_ascension,st_declination,st_distance,st_spectral_type,st_apparent_magnitude,st_luminosity,st_mass,st_radius,st_variability,st_metallicity,st_age,pl_semi_major_axis,pl_periastron,pl_apoastron,pl_eccentricity,pl_orbital_period,pl_angular_distance,pl_periastron_time,pl_inclination,pl_argument_of_periastron,pl_epoch,pl_projobliq,pl_trueobliq,pl_imppar,pl_ratdor,pl_ratror,pl_mass,pl_mass_earth,pl_minimum_mass,pl_radius,pl_radius_earth,pl_density,pl_gravity,pl_rotation_period,pl_temperature,pl_insolation_flux,pl_transit_depth,pl_occultation_depth,pl_albedo_bond,pl_pressure,pl_composition,pl_wind_speed,pl_ntranspec,pl_nespec,pl_ndispec,disc_by,disc_program,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,disc_pubdate,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ast_flag,micro_flag,pul_flag,pre_discovery,detection_type,status
Kepler-793 b,,,,,,,,Cygne,1,1,,0,Kepler-793,,19/40/52.02,+38/46/27.94,"ValueWithUncertainty(value=985.699, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.742, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.98, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0491, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.24153639, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0498, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.62, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00771, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.12222321, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.37, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.24, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1177.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=617.407, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01881, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
K2-165 d,,,,,,,,Vierge,3,1,,0,K2-165,,12/19/36.12,+00/58/05.98,"ValueWithUncertainty(value=134.591, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=11.332, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.834847, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.05, error_positive=None, error_negative=None, sign=None)",,,,,,"ValueWithUncertainty(value=14.101361, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=89.0019, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0236, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.23624721, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.64809498, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.22, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=629.38, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=37.0819, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1450825, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2018,K2,,,,,,,,,,,,,
Kepler-1737 b,,,,,,,,Cygne,1,1,,0,Kepler-1737,,19/48/03.55,+47/29/11.10,,,"ValueWithUncertainty(value=15.498, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.834, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13.7, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.297, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=64.61750031, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=88.9, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.079, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.48131049, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.395, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.878, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=383.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.09, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.24866, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,Kepler,,,,,,,,,,,,,
Kepler-1714 b,,,,,,,,Cygne,1,1,,0,Kepler-1714,,19/34/51.95,+46/13/36.08,"ValueWithUncertainty(value=409.46, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=11.041, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.448, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.10549, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10.27530003, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.258, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.49, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0337, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.29122836, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.26437302, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.69, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1211.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=504.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02102, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,Kepler,,,,,,,,,,,,,
TOI-150.01,,,,,,,,Poisson volant,1,1,,0,TOI-150,,07/31/51.70,-73/36/21.73,"ValueWithUncertainty(value=336.267, error_positive=None, error_negative=None, sign=None)",F,"ValueWithUncertainty(value=11.39, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.351, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.28, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.346, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.07037, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.262, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.857487, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.209, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.09, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=2.51, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=797.7533, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.255, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14.067295, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.68, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1404.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=750.922, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.64897302, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,,,,,
TOI-663 b,,,,,,,,Sextant,3,1,,0,TOI-663,,10/40/15.80,-08/30/39.90,"ValueWithUncertainty(value=64.2308, error_positive=None, error_negative=None, sign=None)",M1 V,"ValueWithUncertainty(value=13.667, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.514, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.07, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0295, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=2.598902, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.459, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.14, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.01400127, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.45, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.20251618, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.07, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=674.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=49.1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.19532615, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,,,,,
Kepler-1861 b,,,,,,,,Cygne,1,1,,0,Kepler-1861,,19/43/23.16,+49/56/10.17,"ValueWithUncertainty(value=829.985, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.709, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.161, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.26, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.57, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.24082, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=40.0306015, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.29, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.7, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0173, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.19687554, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.20677414, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.81, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=617.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=31.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02286, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,Kepler,,,,,,,,,,,,,
Kepler-1019 b,,,,,,,,Lyre,1,1,,0,Kepler-1019,,18/54/52.22,+47/12/15.77,"ValueWithUncertainty(value=194.182, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.882, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.7, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.01, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.55, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0221, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.411229847, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.114, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=78.73, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00859, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.13025248, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.46, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.82, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1164.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=330.249, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03957, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
HATS-46 b,,,,,,,,Phénix,1,1,,0,HATS-46,,00/26/48.63,-56/18/57.97,"ValueWithUncertainty(value=453.808, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.783, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.917, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.06, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.05367, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.559, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.7423729, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.118, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87.32, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.173, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=54.98459, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.903, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10.121727, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.28, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1054.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=209.7699, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.2650811, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2018,HATSouth,,,,,,,,,,,,,
Kepler-195 b,,,,,,,,Cygne,2,1,,0,Kepler-195,,19/12/29.02,+47/57/59.81,"ValueWithUncertainty(value=652.051, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.863, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.867, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.04, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.19, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.077, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8.307872, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.118, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.95, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.015, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.181, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.03, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.14, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=751.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=74.148, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.08238, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
K2-387 b,,,,,,,,Poissons,1,1,,0,K2-387,,01/17/46.04,+11/22/06.57,"ValueWithUncertainty(value=266.318, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=16.147, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.57, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.126, error_positive=None, error_negative=None, sign=None)",,,,,,"ValueWithUncertainty(value=28.735327, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,"ValueWithUncertainty(value=0.133, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.65322621, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=7.322, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.591, error_positive=None, error_negative=None, sign=None)",,,,,"ValueWithUncertainty(value=1.398, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2022,K2,,,,,,,,,,,,,
Kepler-327 b,,,,,,,,Cygne,3,1,,0,Kepler-327,,19/30/34.15,+44/05/15.45,"ValueWithUncertainty(value=241.987, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=15.611, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.591913, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.02, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.029, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.549575, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.12, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.77, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00444, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.099, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.67, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=682.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=73.056, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.04951, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
WASP-41 b,,,,,,,,Centaure,2,1,,0,WASP-41,,12/42/28.51,-30/38/23.34,"ValueWithUncertainty(value=163.371, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=11.632, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.81, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.06, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.04022, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.0524, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.246, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.4, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.85, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=270.1555, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.3299, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.742, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1244.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=344.149, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.9, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2012,SuperWASP,,,,,,,,,,,,,
OGLE-2019-BLG-0299L b,,,,,,,,Sagittaire,1,1,,0,OGLE-2019-BLG-0299L,,17/46/43.07,-23/35/03.52,"ValueWithUncertainty(value=5830.0, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.59, error_positive=None, error_negative=None, sign=None)",,,,,"ValueWithUncertainty(value=2.8, error_positive=None, error_negative=None, sign=None)",,,,,"ValueWithUncertainty(value=0.48, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,"ValueWithUncertainty(value=6.22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1976.89269154, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.7, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.3, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Microlensing,2021,OGLE,,,,,,,,,,,,,
Kepler-1866 b,,,,,,,,Lyre,1,1,,0,Kepler-1866,,19/04/53.91,+44/39/16.15,"ValueWithUncertainty(value=976.737, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.418, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.03, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.16, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1016, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11.66009998, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.104, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=76.07, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0157, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.1857574, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.08215108, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.04, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=834.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=114.36, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0181, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,Kepler,,,,,,,,,,,,,
Kepler-129 c,,,,,,,,Dragon,3,1,,0,Kepler-129,,19/01/14.68,+47/50/54.52,"ValueWithUncertainty(value=408.845, error_positive=None, error_negative=None, sign=None)",G4 V,"ValueWithUncertainty(value=11.809, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.178, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6.43, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.39, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=82.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.954, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2455041.8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=90.0, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.13529313, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=43.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.07964591856, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.22481973, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.52, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14.8, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=525.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=17.554, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02339, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
Kepler-1421 b,,,,,,,,Dragon,1,1,,0,Kepler-1421,,19/06/19.35,+48/32/39.23,"ValueWithUncertainty(value=783.401, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.868, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.25, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.05, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.75, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.07576, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6.9131112, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0967, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.6, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00236, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.08296904, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.93, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.12, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1209.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=649.151, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.00379, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
HD 60292 b,,,,,,,,Girafe,1,1,,0,HD 60292,,07/38/28.84,+66/14/06.19,"ValueWithUncertainty(value=315.211, error_positive=None, error_negative=None, sign=None)",K0 III,"ValueWithUncertainty(value=6.94657, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.7, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.17, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.5, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=495.4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.76, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2455773.7, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=83.5, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=6.5, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=6.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.7, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.54, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,,,,,,,,,,,,,
